County Name,Year,Attribute,Value,State
DECATUR,2024,Total Ending Balance,4187522,Iowa
DECATUR,2024,Total Requirements,15262757,Iowa
DECATUR,2020,Total Expenditures,9545155,Iowa
DECATUR,2020,Total Ending Balance,2942155,Iowa
DECATUR,2020,Total Requirements,12487310,Iowa
DECATUR,2014,Total Expenditures,8028107,Iowa
DECATUR,2014,Total Ending Balance,1957770,Iowa
DECATUR,2014,Total Requirements,9985877,Iowa
DECATUR,2006,Total Expenditures,6931734,Iowa
DECATUR,2006,Total Ending Balance,1325138,Iowa
DECATUR,2006,Total Requirements,8256872,Iowa
DECATUR,2018,Total Expenditures,8824737,Iowa
DECATUR,2018,Total Ending Balance,2037499,Iowa
DECATUR,2018,Total Requirements,10862236,Iowa
DECATUR,2016,Total Expenditures,8439573,Iowa
DECATUR,2016,Total Ending Balance,1412367,Iowa
DECATUR,2016,Total Requirements,9851940,Iowa
DECATUR,2026,Total Expenditures,11674771,Iowa
DECATUR,2026,Total Ending Balance,4190244,Iowa
DECATUR,2026,Total Requirements,15865015,Iowa
DECATUR,2007,Total Expenditures,7175587,Iowa
DECATUR,2007,Total Ending Balance,1360549,Iowa
DECATUR,2007,Total Requirements,8536136,Iowa
DECATUR,2017,Total Expenditures,8721076,Iowa
DECATUR,2017,Total Ending Balance,1617782,Iowa
DECATUR,2017,Total Requirements,10338858,Iowa
DECATUR,2015,Total Expenditures,8889808,Iowa
DECATUR,2015,Total Ending Balance,1544991,Iowa
DECATUR,2015,Total Requirements,10434799,Iowa
DECATUR,2025,Total Expenditures,10970939,Iowa
DECATUR,2025,Total Ending Balance,3928028,Iowa
DECATUR,2025,Total Requirements,14898967,Iowa
DECATUR,2008,Total Expenditures,7511964,Iowa
DECATUR,2008,Total Ending Balance,1531174,Iowa
DECATUR,2008,Total Requirements,9043138,Iowa
DECATUR,2010,Total Expenditures,8262092,Iowa
DECATUR,2010,Total Ending Balance,1339581,Iowa
DECATUR,2010,Total Requirements,9601673,Iowa
DECATUR,2019,Total Expenditures,9453184,Iowa
DECATUR,2019,Total Ending Balance,2062674,Iowa
DECATUR,2019,Total Requirements,11515858,Iowa
DECATUR,2005,Total Expenditures,6997839,Iowa
DECATUR,2005,Total Ending Balance,1441878,Iowa
DECATUR,2005,Total Requirements,8439717,Iowa
DECATUR,2011,Total Expenditures,8312841,Iowa
DECATUR,2011,Total Ending Balance,1424132,Iowa
DECATUR,2011,Total Requirements,9736973,Iowa
DECATUR,2013,Total Expenditures,9186695,Iowa
DECATUR,2013,Total Ending Balance,2012224,Iowa
DECATUR,2013,Total Requirements,11198919,Iowa
DECATUR,2009,Total Expenditures,8627752,Iowa
DECATUR,2009,Total Ending Balance,1365249,Iowa
DECATUR,2009,Total Requirements,9993001,Iowa
DECATUR,2021,Total Expenditures,9874105,Iowa
DECATUR,2021,Total Ending Balance,2603529,Iowa
DECATUR,2021,Total Requirements,12477634,Iowa
DELAWARE,2025,Total Expenditures,28558276,Iowa
DELAWARE,2025,Total Ending Balance,14134512,Iowa
DELAWARE,2025,Total Requirements,42692788,Iowa
DELAWARE,2017,Total Expenditures,20469544,Iowa
DELAWARE,2017,Total Ending Balance,4921016,Iowa
DELAWARE,2017,Total Requirements,25390560,Iowa
DELAWARE,2010,Total Expenditures,15525973,Iowa
DELAWARE,2010,Total Ending Balance,1539491,Iowa
DELAWARE,2010,Total Requirements,17065464,Iowa
DELAWARE,2008,Total Expenditures,14519311,Iowa
DELAWARE,2008,Total Ending Balance,1485615,Iowa
DELAWARE,2008,Total Requirements,16004926,Iowa
DELAWARE,2015,Total Expenditures,21483341,Iowa
DELAWARE,2015,Total Ending Balance,3613103,Iowa
DELAWARE,2015,Total Requirements,25096444,Iowa
DELAWARE,2007,Total Expenditures,13834607,Iowa
DELAWARE,2007,Total Ending Balance,1381611,Iowa
DELAWARE,2007,Total Requirements,15216218,Iowa
DELAWARE,2013,Total Expenditures,18766606,Iowa
DELAWARE,2013,Total Ending Balance,3752662,Iowa
DELAWARE,2013,Total Requirements,22519268,Iowa
DELAWARE,2009,Total Expenditures,14971504,Iowa
DELAWARE,2009,Total Ending Balance,1378104,Iowa
DELAWARE,2009,Total Requirements,16349608,Iowa
DELAWARE,2005,Total Expenditures,13452730,Iowa
DELAWARE,2005,Total Ending Balance,1342411,Iowa
DELAWARE,2005,Total Requirements,14795141,Iowa
DELAWARE,2011,Total Expenditures,16016461,Iowa
DELAWARE,2011,Total Ending Balance,2876972,Iowa
DELAWARE,2011,Total Requirements,18893433,Iowa
DELAWARE,2019,Total Expenditures,21927681,Iowa
DELAWARE,2019,Total Ending Balance,7682363,Iowa
DELAWARE,2019,Total Requirements,29610044,Iowa
DELAWARE,2023,Total Expenditures,28441998,Iowa
DELAWARE,2023,Total Ending Balance,11846170,Iowa
DELAWARE,2023,Total Requirements,40288168,Iowa
DELAWARE,2021,Total Expenditures,25472609,Iowa
DELAWARE,2021,Total Ending Balance,9617700,Iowa
DELAWARE,2021,Total Requirements,35090309,Iowa
DELAWARE,2016,Total Expenditures,20754525,Iowa
DELAWARE,2016,Total Ending Balance,4472465,Iowa
DELAWARE,2016,Total Requirements,25226990,Iowa
DELAWARE,2024,Total Expenditures,30055379,Iowa
DELAWARE,2024,Total Ending Balance,11208242,Iowa
DELAWARE,2024,Total Requirements,41263621,Iowa
DELAWARE,2020,Total Expenditures,22461203,Iowa
DELAWARE,2020,Total Ending Balance,10037543,Iowa
DELAWARE,2020,Total Requirements,32498746,Iowa
DELAWARE,2006,Total Expenditures,13963920,Iowa
DELAWARE,2006,Total Ending Balance,1722598,Iowa
DELAWARE,2006,Total Requirements,15686518,Iowa
DELAWARE,2014,Total Expenditures,17263046,Iowa
DELAWARE,2014,Total Ending Balance,3482544,Iowa
DELAWARE,2014,Total Requirements,20745590,Iowa
DELAWARE,2018,Total Expenditures,21007741,Iowa
DELAWARE,2018,Total Ending Balance,6843039,Iowa
DELAWARE,2018,Total Requirements,27850780,Iowa
DELAWARE,2022,Total Expenditures,23288355,Iowa
DELAWARE,2022,Total Ending Balance,11637635,Iowa
DELAWARE,2022,Total Requirements,34925990,Iowa
DELAWARE,2012,Total Expenditures,17078855,Iowa
DELAWARE,2012,Total Ending Balance,4129557,Iowa
DELAWARE,2012,Total Requirements,21208412,Iowa
DELAWARE,2026,Total Expenditures,31863545,Iowa
DELAWARE,2026,Total Ending Balance,17000932,Iowa
DELAWARE,2026,Total Requirements,48864477,Iowa
DES MOINES,2018,Total Expenditures,34033285,Iowa
DES MOINES,2018,Total Ending Balance,7493352,Iowa
DES MOINES,2018,Total Requirements,41526637,Iowa
DES MOINES,2010,Total Expenditures,28755978,Iowa
DES MOINES,2010,Total Ending Balance,2325430,Iowa
DES MOINES,2010,Total Requirements,31081408,Iowa
DES MOINES,2008,Total Expenditures,29290207,Iowa
DES MOINES,2008,Total Ending Balance,3894352,Iowa
DES MOINES,2008,Total Requirements,33184559,Iowa
DES MOINES,2005,Total Expenditures,24334305,Iowa
DES MOINES,2005,Total Ending Balance,2812851,Iowa
DES MOINES,2005,Total Requirements,27147156,Iowa
DES MOINES,2013,Total Expenditures,27515589,Iowa
DES MOINES,2013,Total Ending Balance,3440312,Iowa
DES MOINES,2013,Total Requirements,30955901,Iowa
DES MOINES,2009,Total Expenditures,29885162,Iowa
DES MOINES,2009,Total Ending Balance,4908114,Iowa
DES MOINES,2009,Total Requirements,34793276,Iowa
DES MOINES,2019,Total Expenditures,40617781,Iowa
DES MOINES,2019,Total Ending Balance,6331223,Iowa
DES MOINES,2019,Total Requirements,46949004,Iowa
DES MOINES,2023,Total Expenditures,36702644,Iowa
DES MOINES,2023,Total Ending Balance,12515679,Iowa
DES MOINES,2023,Total Requirements,49218323,Iowa
DES MOINES,2021,Total Expenditures,38362083,Iowa
DES MOINES,2021,Total Ending Balance,7492659,Iowa
DES MOINES,2021,Total Requirements,45854742,Iowa
DES MOINES,2011,Total Expenditures,30266512,Iowa
DES MOINES,2011,Total Ending Balance,2293344,Iowa
DES MOINES,2011,Total Requirements,32559856,Iowa
DES MOINES,2012,Total Expenditures,27889501,Iowa
DES MOINES,2012,Total Ending Balance,2062329,Iowa
DES MOINES,2012,Total Requirements,29951830,Iowa
DES MOINES,2014,Total Expenditures,27456570,Iowa
DES MOINES,2014,Total Ending Balance,5266138,Iowa
DES MOINES,2014,Total Requirements,32722708,Iowa
DES MOINES,2016,Total Expenditures,28944267,Iowa
DES MOINES,2016,Total Ending Balance,7169679,Iowa
DES MOINES,2016,Total Requirements,36113946,Iowa
DES MOINES,2024,Total Expenditures,37524625,Iowa
DES MOINES,2024,Total Ending Balance,8781293,Iowa
DES MOINES,2024,Total Requirements,46305918,Iowa
DES MOINES,2007,Total Expenditures,28431070,Iowa
DES MOINES,2007,Total Ending Balance,3783211,Iowa
DES MOINES,2007,Total Requirements,32214281,Iowa
DES MOINES,2026,Total Expenditures,36836206,Iowa
DES MOINES,2026,Total Ending Balance,6076367,Iowa
DES MOINES,2026,Total Requirements,42912573,Iowa
DES MOINES,2015,Total Expenditures,28252166,Iowa
DES MOINES,2015,Total Ending Balance,3848995,Iowa
DES MOINES,2015,Total Requirements,32101161,Iowa
DES MOINES,2022,Total Expenditures,32467792,Iowa
DES MOINES,2022,Total Ending Balance,5114989,Iowa
DES MOINES,2022,Total Requirements,37582781,Iowa
DES MOINES,2006,Total Expenditures,27899289,Iowa
DES MOINES,2006,Total Ending Balance,3040272,Iowa
DES MOINES,2006,Total Requirements,30939561,Iowa
DES MOINES,2017,Total Expenditures,31665637,Iowa
DES MOINES,2017,Total Ending Balance,8119685,Iowa
DES MOINES,2017,Total Requirements,39785322,Iowa
DES MOINES,2020,Total Expenditures,40279267,Iowa
DES MOINES,2020,Total Ending Balance,6851364,Iowa
DES MOINES,2020,Total Requirements,47130631,Iowa
DES MOINES,2025,Total Expenditures,38753113,Iowa
DES MOINES,2025,Total Ending Balance,8931924,Iowa
DES MOINES,2025,Total Requirements,47685037,Iowa
DICKINSON,2021,Total Expenditures,30245835,Iowa
DICKINSON,2021,Total Ending Balance,9022338,Iowa
DICKINSON,2021,Total Requirements,39268173,Iowa
DICKINSON,2020,Total Expenditures,25174296,Iowa
DICKINSON,2020,Total Ending Balance,8460614,Iowa
DICKINSON,2020,Total Requirements,33634910,Iowa
DICKINSON,2005,Total Expenditures,23408512,Iowa
DICKINSON,2005,Total Ending Balance,9658941,Iowa
DICKINSON,2005,Total Requirements,33067453,Iowa
DICKINSON,2019,Total Expenditures,23860687,Iowa
DICKINSON,2019,Total Ending Balance,7635958,Iowa
DICKINSON,2019,Total Requirements,31496645,Iowa
DICKINSON,2023,Total Expenditures,34246129,Iowa
DICKINSON,2023,Total Ending Balance,12633820,Iowa
DICKINSON,2023,Total Requirements,46879949,Iowa
DICKINSON,2011,Total Expenditures,19107833,Iowa
DICKINSON,2011,Total Ending Balance,7125435,Iowa
DICKINSON,2011,Total Requirements,26233268,Iowa
DICKINSON,2013,Total Expenditures,20206558,Iowa
DICKINSON,2013,Total Ending Balance,7443217,Iowa
DICKINSON,2013,Total Requirements,27649775,Iowa
DICKINSON,2014,Total Expenditures,21668633,Iowa
DICKINSON,2014,Total Ending Balance,7910619,Iowa
DICKINSON,2014,Total Requirements,29579252,Iowa
DICKINSON,2017,Total Expenditures,23685138,Iowa
DICKINSON,2017,Total Ending Balance,9866278,Iowa
DICKINSON,2017,Total Requirements,33551416,Iowa
DICKINSON,2024,Total Expenditures,35787692,Iowa
DICKINSON,2024,Total Ending Balance,10876743,Iowa
DICKINSON,2024,Total Requirements,46664435,Iowa
DICKINSON,2016,Total Expenditures,21690303,Iowa
DICKINSON,2016,Total Ending Balance,8404050,Iowa
DICKINSON,2016,Total Requirements,30094353,Iowa
DICKINSON,2026,Total Expenditures,34392355,Iowa
DICKINSON,2026,Total Ending Balance,18593599,Iowa
DICKINSON,2026,Total Requirements,52985954,Iowa
DICKINSON,2006,Total Expenditures,20256615,Iowa
DICKINSON,2006,Total Ending Balance,7177675,Iowa
DICKINSON,2006,Total Requirements,27434290,Iowa
DICKINSON,2022,Total Expenditures,31235017,Iowa
DICKINSON,2022,Total Ending Balance,9862917,Iowa
DICKINSON,2022,Total Requirements,41097934,Iowa
DICKINSON,2009,Total Expenditures,19453371,Iowa
DICKINSON,2009,Total Ending Balance,6746686,Iowa
DICKINSON,2009,Total Requirements,26200057,Iowa
DICKINSON,2012,Total Expenditures,19035305,Iowa
DICKINSON,2012,Total Ending Balance,7982456,Iowa
DICKINSON,2012,Total Requirements,27017761,Iowa
DICKINSON,2018,Total Expenditures,23743928,Iowa
DICKINSON,2018,Total Ending Balance,7813808,Iowa
DICKINSON,2018,Total Requirements,31557736,Iowa
DICKINSON,2010,Total Expenditures,17967727,Iowa
DICKINSON,2010,Total Ending Balance,6497089,Iowa
DICKINSON,2010,Total Requirements,24464816,Iowa
DICKINSON,2025,Total Expenditures,32123701,Iowa
DICKINSON,2025,Total Ending Balance,14631863,Iowa
DICKINSON,2025,Total Requirements,46755564,Iowa
DICKINSON,2008,Total Expenditures,18103963,Iowa
DICKINSON,2008,Total Ending Balance,6707181,Iowa
DICKINSON,2008,Total Requirements,24811144,Iowa
DICKINSON,2015,Total Expenditures,21077751,Iowa
DICKINSON,2015,Total Ending Balance,8316130,Iowa
DICKINSON,2015,Total Requirements,29393881,Iowa
DICKINSON,2007,Total Expenditures,20396018,Iowa
DICKINSON,2007,Total Ending Balance,5115771,Iowa
DICKINSON,2007,Total Requirements,25511789,Iowa
DUBUQUE,2026,Total Expenditures,74903103,Iowa
DUBUQUE,2026,Total Ending Balance,25352039,Iowa
DUBUQUE,2026,Total Requirements,100255142,Iowa
DUBUQUE,2025,Total Expenditures,80605394,Iowa
DUBUQUE,2025,Total Ending Balance,19608695,Iowa
DUBUQUE,2025,Total Requirements,100214089,Iowa
DUBUQUE,2007,Total Expenditures,54207700,Iowa
DUBUQUE,2007,Total Ending Balance,2864845,Iowa
DUBUQUE,2007,Total Requirements,57072545,Iowa
DUBUQUE,2024,Total Expenditures,70936423,Iowa
DUBUQUE,2024,Total Ending Balance,22330176,Iowa
DUBUQUE,2024,Total Requirements,93266599,Iowa
DUBUQUE,2015,Total Expenditures,62235300,Iowa
DUBUQUE,2015,Total Ending Balance,15705796,Iowa
DUBUQUE,2015,Total Requirements,77941096,Iowa
DUBUQUE,2016,Total Expenditures,51944354,Iowa
DUBUQUE,2016,Total Ending Balance,18066100,Iowa
DUBUQUE,2016,Total Requirements,70010454,Iowa
DUBUQUE,2006,Total Expenditures,53108194,Iowa
DUBUQUE,2006,Total Ending Balance,2920219,Iowa
DUBUQUE,2006,Total Requirements,56028413,Iowa
DUBUQUE,2014,Total Expenditures,64670122,Iowa
DUBUQUE,2014,Total Ending Balance,14913452,Iowa
DUBUQUE,2014,Total Requirements,79583574,Iowa
DUBUQUE,2020,Total Expenditures,71360144,Iowa
DUBUQUE,2020,Total Ending Balance,21316670,Iowa
DUBUQUE,2020,Total Requirements,92676814,Iowa
DUBUQUE,2009,Total Expenditures,58692511,Iowa
DUBUQUE,2009,Total Ending Balance,3860933,Iowa
DUBUQUE,2009,Total Requirements,62553444,Iowa
DUBUQUE,2010,Total Expenditures,64866976,Iowa
DUBUQUE,2010,Total Ending Balance,3009525,Iowa
DUBUQUE,2010,Total Requirements,67876501,Iowa
DUBUQUE,2008,Total Expenditures,60342157,Iowa
DUBUQUE,2008,Total Ending Balance,2124251,Iowa
DUBUQUE,2008,Total Requirements,62466408,Iowa
DUBUQUE,2018,Total Expenditures,63152175,Iowa
DUBUQUE,2018,Total Ending Balance,21419540,Iowa
DUBUQUE,2018,Total Requirements,84571715,Iowa
DUBUQUE,2017,Total Expenditures,70953560,Iowa
DUBUQUE,2017,Total Ending Balance,37476315,Iowa
DUBUQUE,2017,Total Requirements,108429875,Iowa
DUBUQUE,2021,Total Expenditures,65607917,Iowa
DUBUQUE,2021,Total Ending Balance,26384346,Iowa
DUBUQUE,2021,Total Requirements,91992263,Iowa
DUBUQUE,2005,Total Expenditures,49320380,Iowa
DUBUQUE,2005,Total Ending Balance,4598252,Iowa
DUBUQUE,2005,Total Requirements,53918632,Iowa
DUBUQUE,2011,Total Expenditures,65270058,Iowa
DUBUQUE,2011,Total Ending Balance,5640128,Iowa
DUBUQUE,2011,Total Requirements,70910186,Iowa
DUBUQUE,2012,Total Expenditures,62178069,Iowa
DUBUQUE,2012,Total Ending Balance,10854610,Iowa
DUBUQUE,2012,Total Requirements,73032679,Iowa
DUBUQUE,2013,Total Expenditures,67093790,Iowa
DUBUQUE,2013,Total Ending Balance,11337575,Iowa
DUBUQUE,2013,Total Requirements,78431365,Iowa
DUBUQUE,2022,Total Expenditures,66416971,Iowa
DUBUQUE,2022,Total Ending Balance,24581735,Iowa
DUBUQUE,2022,Total Requirements,90998706,Iowa
DUBUQUE,2019,Total Expenditures,78199132,Iowa
DUBUQUE,2019,Total Ending Balance,20645709,Iowa
DUBUQUE,2019,Total Requirements,98844841,Iowa
DUBUQUE,2023,Total Expenditures,77882204,Iowa
DUBUQUE,2023,Total Ending Balance,36953221,Iowa
DUBUQUE,2023,Total Requirements,114835425,Iowa
EMMET,2012,Total Expenditures,10009315,Iowa
EMMET,2012,Total Ending Balance,1045704,Iowa
EMMET,2012,Total Requirements,11055019,Iowa
EMMET,2022,Total Expenditures,11352556,Iowa
EMMET,2022,Total Ending Balance,4710237,Iowa
EMMET,2022,Total Requirements,16062793,Iowa
EMMET,2025,Total Expenditures,14686391,Iowa
EMMET,2025,Total Ending Balance,5679428,Iowa
EMMET,2025,Total Requirements,20365819,Iowa
EMMET,2015,Total Expenditures,10068216,Iowa
EMMET,2015,Total Ending Balance,2144354,Iowa
EMMET,2015,Total Requirements,12212570,Iowa
EMMET,2007,Total Expenditures,8394157,Iowa
EMMET,2007,Total Ending Balance,1279961,Iowa
EMMET,2007,Total Requirements,9674118,Iowa
EMMET,2011,Total Expenditures,9389165,Iowa
EMMET,2011,Total Ending Balance,1199347,Iowa
EMMET,2011,Total Requirements,10588512,Iowa
EMMET,2008,Total Expenditures,9046076,Iowa
EMMET,2008,Total Ending Balance,1203130,Iowa
EMMET,2008,Total Requirements,10249206,Iowa
EMMET,2010,Total Expenditures,9160493,Iowa
EMMET,2010,Total Ending Balance,1077520,Iowa
EMMET,2010,Total Requirements,10238013,Iowa
EMMET,2018,Total Expenditures,11664023,Iowa
EMMET,2018,Total Ending Balance,4688108,Iowa
EMMET,2018,Total Requirements,16352131,Iowa
EMMET,2017,Total Expenditures,10083380,Iowa
EMMET,2017,Total Ending Balance,3680283,Iowa
EMMET,2017,Total Requirements,13763663,Iowa
EMMET,2021,Total Expenditures,10959011,Iowa
EMMET,2021,Total Ending Balance,4461435,Iowa
EMMET,2021,Total Requirements,15420446,Iowa
EMMET,2006,Total Expenditures,8489020,Iowa
EMMET,2006,Total Ending Balance,1000366,Iowa
EMMET,2006,Total Requirements,9489386,Iowa
EMMET,2014,Total Expenditures,9806306,Iowa
EMMET,2014,Total Ending Balance,2246586,Iowa
EMMET,2014,Total Requirements,12052892,Iowa
EMMET,2013,Total Expenditures,10572067,Iowa
EMMET,2013,Total Ending Balance,1437318,Iowa
EMMET,2013,Total Requirements,12009385,Iowa
EMMET,2020,Total Expenditures,10998806,Iowa
EMMET,2020,Total Ending Balance,5116862,Iowa
EMMET,2020,Total Requirements,16115668,Iowa
EMMET,2023,Total Expenditures,13163874,Iowa
EMMET,2023,Total Ending Balance,7267716,Iowa
EMMET,2023,Total Requirements,20431590,Iowa
EMMET,2005,Total Expenditures,8026754,Iowa
EMMET,2005,Total Ending Balance,1327421,Iowa
EMMET,2005,Total Requirements,9354175,Iowa
EMMET,2026,Total Expenditures,14106952,Iowa
EMMET,2026,Total Ending Balance,6421003,Iowa
EMMET,2026,Total Requirements,20527955,Iowa
EMMET,2009,Total Expenditures,9351499,Iowa
EMMET,2009,Total Ending Balance,866095,Iowa
EMMET,2009,Total Requirements,10217594,Iowa
EMMET,2016,Total Expenditures,10012891,Iowa
EMMET,2016,Total Ending Balance,3292056,Iowa
EMMET,2016,Total Requirements,13304947,Iowa
EMMET,2024,Total Expenditures,13813160,Iowa
EMMET,2024,Total Ending Balance,6213691,Iowa
EMMET,2024,Total Requirements,20026851,Iowa
EMMET,2019,Total Expenditures,10946774,Iowa
EMMET,2019,Total Ending Balance,4186630,Iowa
EMMET,2019,Total Requirements,15133404,Iowa
FAYETTE,2018,Total Expenditures,22905272,Iowa
FAYETTE,2018,Total Ending Balance,3132386,Iowa
FAYETTE,2018,Total Requirements,26037658,Iowa
FAYETTE,2019,Total Expenditures,22686203,Iowa
FAYETTE,2019,Total Ending Balance,3054592,Iowa
FAYETTE,2019,Total Requirements,25740795,Iowa
FAYETTE,2009,Total Expenditures,18174902,Iowa
FAYETTE,2009,Total Ending Balance,1423943,Iowa
FAYETTE,2009,Total Requirements,19598845,Iowa
FAYETTE,2010,Total Expenditures,17622869,Iowa
FAYETTE,2010,Total Ending Balance,1257823,Iowa
FAYETTE,2010,Total Requirements,18880692,Iowa
FAYETTE,2008,Total Expenditures,16008149,Iowa
FAYETTE,2008,Total Ending Balance,1368911,Iowa
FAYETTE,2008,Total Requirements,17377060,Iowa
FAYETTE,2016,Total Expenditures,19011235,Iowa
FAYETTE,2016,Total Ending Balance,3106821,Iowa
FAYETTE,2016,Total Requirements,22118056,Iowa
FAYETTE,2012,Total Expenditures,18243471,Iowa
FAYETTE,2012,Total Ending Balance,1742824,Iowa
FAYETTE,2012,Total Requirements,19986295,Iowa
FAYETTE,2022,Total Expenditures,25207311,Iowa
FAYETTE,2022,Total Ending Balance,3790486,Iowa
FAYETTE,2022,Total Requirements,28997797,Iowa
FAYETTE,2023,Total Expenditures,32176716,Iowa
FAYETTE,2023,Total Ending Balance,6105661,Iowa
FAYETTE,2023,Total Requirements,38282377,Iowa
FAYETTE,2021,Total Expenditures,34868242,Iowa
FAYETTE,2021,Total Ending Balance,3317218,Iowa
FAYETTE,2021,Total Requirements,38185460,Iowa
FAYETTE,2013,Total Expenditures,18355983,Iowa
FAYETTE,2013,Total Ending Balance,2037830,Iowa
FAYETTE,2013,Total Requirements,20393813,Iowa
FAYETTE,2005,Total Expenditures,14608739,Iowa
FAYETTE,2005,Total Ending Balance,1235770,Iowa
FAYETTE,2005,Total Requirements,15844509,Iowa
FAYETTE,2007,Total Expenditures,15851589,Iowa
FAYETTE,2007,Total Ending Balance,1241890,Iowa
FAYETTE,2007,Total Requirements,17093479,Iowa
FAYETTE,2026,Total Expenditures,43239991,Iowa
FAYETTE,2026,Total Ending Balance,3015403,Iowa
FAYETTE,2026,Total Requirements,46255394,Iowa
FAYETTE,2011,Total Expenditures,18059455,Iowa
FAYETTE,2011,Total Ending Balance,1720325,Iowa
FAYETTE,2011,Total Requirements,19779780,Iowa
FAYETTE,2015,Total Expenditures,17264596,Iowa
FAYETTE,2015,Total Ending Balance,3288744,Iowa
FAYETTE,2015,Total Requirements,20553340,Iowa
FAYETTE,2025,Total Expenditures,39043621,Iowa
FAYETTE,2025,Total Ending Balance,3414947,Iowa
FAYETTE,2025,Total Requirements,42458568,Iowa
FAYETTE,2017,Total Expenditures,21576624,Iowa
FAYETTE,2017,Total Ending Balance,2634292,Iowa
FAYETTE,2017,Total Requirements,24210916,Iowa
FAYETTE,2024,Total Expenditures,30266600,Iowa
FAYETTE,2024,Total Ending Balance,5804694,Iowa
FAYETTE,2024,Total Requirements,36071294,Iowa
FAYETTE,2020,Total Expenditures,24285387,Iowa
FAYETTE,2020,Total Ending Balance,2816851,Iowa
FAYETTE,2020,Total Requirements,27102238,Iowa
FAYETTE,2006,Total Expenditures,15995018,Iowa
FAYETTE,2006,Total Ending Balance,1059465,Iowa
FAYETTE,2006,Total Requirements,17054483,Iowa
FAYETTE,2014,Total Expenditures,16575556,Iowa
FAYETTE,2014,Total Ending Balance,3033981,Iowa
FAYETTE,2014,Total Requirements,19609537,Iowa
FLOYD,2024,Total Expenditures,20162716,Iowa
FLOYD,2024,Total Ending Balance,7483983,Iowa
FLOYD,2024,Total Requirements,27646699,Iowa
FLOYD,2020,Total Expenditures,28232818,Iowa
FLOYD,2020,Total Ending Balance,8489542,Iowa
FLOYD,2020,Total Requirements,36722360,Iowa
FLOYD,2023,Total Expenditures,21744192,Iowa
FLOYD,2023,Total Ending Balance,6567571,Iowa
FLOYD,2023,Total Requirements,28311763,Iowa
FLOYD,2014,Total Expenditures,15479619,Iowa
FLOYD,2014,Total Ending Balance,6316379,Iowa
FLOYD,2014,Total Requirements,21795998,Iowa
FLOYD,2006,Total Expenditures,13523572,Iowa
FLOYD,2006,Total Ending Balance,4498024,Iowa
FLOYD,2006,Total Requirements,18021596,Iowa
FLOYD,2013,Total Expenditures,14617126,Iowa
FLOYD,2013,Total Ending Balance,6151380,Iowa
FLOYD,2013,Total Requirements,20768506,Iowa
FLOYD,2009,Total Expenditures,15925081,Iowa
FLOYD,2009,Total Ending Balance,4523337,Iowa
FLOYD,2009,Total Requirements,20448418,Iowa
FLOYD,2005,Total Expenditures,11167460,Iowa
FLOYD,2005,Total Ending Balance,4581299,Iowa
FLOYD,2005,Total Requirements,15748759,Iowa
FLOYD,2026,Total Expenditures,22932442,Iowa
FLOYD,2026,Total Ending Balance,9304933,Iowa
FLOYD,2026,Total Requirements,32237375,Iowa
FLOYD,2019,Total Expenditures,18128815,Iowa
FLOYD,2019,Total Ending Balance,6146771,Iowa
FLOYD,2019,Total Requirements,24275586,Iowa
FLOYD,2016,Total Expenditures,16331557,Iowa
FLOYD,2016,Total Ending Balance,5443179,Iowa
FLOYD,2016,Total Requirements,21774736,Iowa
FLOYD,2012,Total Expenditures,19139702,Iowa
FLOYD,2012,Total Ending Balance,5220645,Iowa
FLOYD,2012,Total Requirements,24360347,Iowa
FLOYD,2008,Total Expenditures,16932751,Iowa
FLOYD,2008,Total Ending Balance,3865367,Iowa
FLOYD,2008,Total Requirements,20798118,Iowa
FLOYD,2022,Total Expenditures,21856992,Iowa
FLOYD,2022,Total Ending Balance,4029012,Iowa
FLOYD,2022,Total Requirements,25886004,Iowa
FLOYD,2015,Total Expenditures,17360078,Iowa
FLOYD,2015,Total Ending Balance,6199969,Iowa
FLOYD,2015,Total Requirements,23560047,Iowa
FLOYD,2017,Total Expenditures,16792811,Iowa
FLOYD,2017,Total Ending Balance,5488265,Iowa
FLOYD,2017,Total Requirements,22281076,Iowa
FLOYD,2021,Total Expenditures,24197718,Iowa
FLOYD,2021,Total Ending Balance,5459389,Iowa
FLOYD,2021,Total Requirements,29657107,Iowa
FLOYD,2025,Total Expenditures,23641757,Iowa
FLOYD,2025,Total Ending Balance,7721204,Iowa
FLOYD,2025,Total Requirements,31362961,Iowa
FLOYD,2007,Total Expenditures,12792049,Iowa
FLOYD,2007,Total Ending Balance,6210036,Iowa
FLOYD,2007,Total Requirements,19002085,Iowa
FLOYD,2011,Total Expenditures,21091475,Iowa
FLOYD,2011,Total Ending Balance,4524676,Iowa
FLOYD,2011,Total Requirements,25616151,Iowa
FLOYD,2010,Total Expenditures,15022684,Iowa
FLOYD,2010,Total Ending Balance,6011507,Iowa
FLOYD,2010,Total Requirements,21034191,Iowa
FLOYD,2018,Total Expenditures,23694778,Iowa
FLOYD,2018,Total Ending Balance,6096383,Iowa
FLOYD,2018,Total Requirements,29791161,Iowa
FRANKLIN,2015,Total Expenditures,16417500,Iowa
FRANKLIN,2015,Total Ending Balance,5685487,Iowa
FRANKLIN,2015,Total Requirements,22102987,Iowa
FRANKLIN,2011,Total Expenditures,31745179,Iowa
FRANKLIN,2011,Total Ending Balance,4247220,Iowa
FRANKLIN,2011,Total Requirements,35992399,Iowa
